"edad" "desplazado_municipio" "anios_viviendo_municipio" "razon_desplazamiento" "padre_vive_hogar" "satisfecho" "ingreso_economico" "salud" "nivel_seguridad" "trabajo" "feliz" "tranquilidad" "vale_vivir" "ninos" "hogares_completos"
"716" 65 "1" 65 "0" "3" 10 10 10 8 10 10 10 10 1 1
"717" 54 "2" 2 "9" "2" 8 6 6 5 10 5 6 9 1 1
"718" 44 "2" 2 "8" "2" 9 9 8 7 6 5 6 9 3 1
"719" 54 "1" 54 "0" "3" 10 9 10 5 5 6 2 9 4 1
"720" 60 "1" 60 "0" "3" 10 9 10 10 10 10 10 10 1 1
"721" 36 "1" 36 "0" "2" 10 10 1 1 10 10 10 10 3 1
"722" 50 "1" 50 "0" "1" 8 9 10 8 7 10 10 9 2 1
"723" 43 "1" 43 "0" "2" 10 5 7 8 8 7 8 10 2 1
"724" 33 "1" 33 "0" "2" 9 9 9 10 8 10 10 10 1 1
"725" 23 "2" 2 "1" "2" 10 4 10 10 5 10 7 10 2 1
"726" 40 "1" 40 "0" "2" 10 10 10 10 10 10 10 10 1 1
"727" 55 "1" 55 "0" "3" 10 10 10 10 10 10 10 10 1 1
"728" 37 "1" 37 "0" "2" 10 10 10 10 10 10 10 10 2 1
"729" 48 "2" 2 "8" "2" 10 10 10 10 10 8 10 10 1 1
"730" 40 "1" 40 "0" "2" 10 10 10 10 10 10 10 10 3 1
"731" 57 "1" 57 "0" "2" 10 10 10 9 10 8 9 10 1 1
"732" 69 "1" 69 "0" "2" 10 10 10 10 10 10 10 0 1 1
"733" 52 "1" 52 "0" "2" 10 10 10 10 10 10 10 10 1 1
"734" 49 "1" 49 "0" "2" 10 10 10 10 10 10 10 10 2 1
"735" 30 "1" 30 "0" "2" 10 10 10 10 10 10 10 10 2 1
"736" 78 "2" 2 "1" "3" 10 9 10 10 10 10 10 10 1 1
"737" 82 "2" 2 "8" "3" 9 7 9 9 7 7 7 6 1 1
"738" 52 "1" 52 "0" "2" 9 8 8 8 8 9 9 9 2 1
"739" 80 "1" 80 "0" "3" 10 9 8 8 0 10 10 10 2 1
"740" 50 "1" 50 "0" "2" 7 7 7 6 6 4 4 5 2 1
"741" 39 "1" 39 "0" "3" 10 10 10 5 10 5 5 10 3 2
"742" 39 "1" 39 "0" "3" 10 10 10 5 10 5 5 10 3 2
"743" 39 "1" 39 "0" "3" 10 10 10 5 10 5 5 10 3 2
"744" 39 "1" 39 "0" "3" 10 10 10 5 10 5 5 10 3 2
"745" 48 "2" 2 "1" "2" 10 10 10 10 10 10 10 10 11 3
"746" 48 "2" 2 "1" "2" 10 10 10 10 10 10 10 10 11 3
"747" 48 "2" 2 "1" "2" 10 10 10 10 10 10 10 10 11 3
"748" 48 "2" 2 "1" "2" 10 10 10 10 10 10 10 10 11 3
"749" 48 "2" 2 "1" "2" 10 10 10 10 10 10 10 10 11 3
"750" 48 "2" 2 "1" "2" 10 10 10 10 10 10 10 10 11 3
"751" 48 "2" 2 "1" "2" 10 10 10 10 10 10 10 10 11 3
"752" 48 "2" 2 "1" "2" 10 10 10 10 10 10 10 10 11 3
"753" 48 "2" 2 "1" "2" 10 10 10 10 10 10 10 10 11 3
"754" 57 "1" 57 "0" "3" 10 10 5 10 10 10 10 10 1 1
"755" 63 "1" 63 "0" "2" 6 9 6 7 0 7 7 10 1 1
"756" 59 "1" 59 "0" "3" 10 9 8 6 8 8 6 9 2 3
"757" 59 "1" 59 "0" "3" 10 9 8 6 8 8 6 9 2 3
"758" 59 "1" 59 "0" "3" 10 9 8 6 8 8 6 9 2 3
"759" 59 "1" 59 "0" "3" 10 9 8 6 8 8 6 9 2 3
"760" 59 "1" 59 "0" "3" 10 9 8 6 8 8 6 9 2 3
"761" 59 "1" 59 "0" "3" 10 9 8 6 8 8 6 9 2 3
"762" 59 "1" 59 "0" "3" 10 9 8 6 8 8 6 9 2 3
"763" 59 "1" 59 "0" "3" 10 9 8 6 8 8 6 9 2 3
"764" 59 "1" 59 "0" "3" 10 9 8 6 8 8 6 9 2 3
"765" 40 "1" 40 "0" "2" 5 8 6 9 8 0 2 10 4 2
"766" 40 "1" 40 "0" "2" 5 8 6 9 8 0 2 10 4 2
"767" 40 "1" 40 "0" "2" 5 8 6 9 8 0 2 10 4 2
"768" 40 "1" 40 "0" "2" 5 8 6 9 8 0 2 10 4 2
"769" 41 "2" 2 "8" "2" 10 9 5 8 7 10 10 10 3 1
"770" 74 "1" 74 "0" "3" 10 5 5 5 8 10 9 6 1 1
"771" 91 "1" 91 "0" "3" 10 9 7 8 10 8 9 9 3 1
"772" 56 "2" 2 "8" "3" 10 9 9 9 8 10 8 8 1 1
"773" 50 "1" 50 "0" "3" 10 3 10 4 4 9 10 10 2 1
"774" 73 "1" 73 "0" "3" 5 9 3 6 2 6 5 8 1 1
"775" 54 "1" 54 "0" "2" 7 5 7 6 8 8 8 10 1 1
"776" 59 "1" 59 "0" "3" 3 9 10 10 0 10 5 7 1 1
"777" 70 "1" 70 "0" "3" 10 9 0 10 0 10 10 10 2 1
"778" 35 "1" 35 "0" "2" 7 6 8 5 8 9 9 10 3 1
"779" 70 "2" 2 "0" "3" 5 5 2 8 0 5 5 10 1 1
"780" 78 "1" 78 "0" "3" 10 8 8 8 8 10 6 8 1 1
"781" 93 "1" 93 "0" "3" 7 4 7 7 8 5 5 5 1 1
"782" 51 "2" 2 "8" "3" 2 3 5 6 6 5 5 8 1 1
"783" 35 "2" 2 "8" "2" 0 0 5 5 3 5 8 7 1 1
"784" 33 "1" 33 "0" "3" 8 6 7 8 5 7 6 7 1 1
"785" 29 "2" 2 "9" "2" 8 7 8 6 8 7 7 8 1 1
"786" 53 "1" 53 "0" "2" 8 9 6 8 9 8 5 6 2 1
"787" 51 "2" 2 "3" "3" 3 3 3 3 3 2 2 8 2 1
"788" 47 "1" 47 "0" "3" 8 7 6 7 8 7 7 10 1 1
"789" 34 "2" 2 "1" "2" 9 5 10 7 5 10 10 10 2 1
"790" 43 "1" 43 "0" "2" 8 6 5 3 8 8 7 7 1 1
"791" 43 "2" 2 "3" "3" 8 4 6 8 6 9 9 10 3 1
"792" 57 "1" 57 "0" "3" 7 4 8 7 7 7 5 8 1 1
"793" 45 "1" 45 "0" "2" 8 6 9 8 8 7 8 8 1 1
"794" 44 "1" 44 "0" "2" 9 6 10 7 5 10 9 10 2 1
"795" 39 "1" 39 "0" "3" 8 6 9 7 9 9 9 10 2 1
"796" 64 "1" 64 "0" "3" 7 7 7 7 7 8 8 10 1 1
"797" 36 "2" 2 "7" "2" 10 7 10 10 10 10 10 10 1 1
"798" 36 "1" 36 "0" "3" 4 4 5 5 5 5 5 6 2 1
"799" 67 "1" 67 "0" "3" 10 10 10 10 10 10 10 10 1 1
"800" 49 "1" 49 "0" "3" 10 8 10 9 9 8 10 9 2 1
"801" 40 "1" 40 "0" "3" 8 8 8 8 7 10 10 10 2 1
"802" 43 "1" 43 "0" "2" 8 7 8 7 7 6 3 10 3 1
"803" 61 "1" 61 "0" "3" 9 8 7 9 8 7 6 10 2 1
"804" 47 "1" 47 "0" "3" 8 8 9 6 8 8 8 10 2 1
"805" 67 "1" 67 "0" "3" 8 9 8 10 7 8 10 9 1 1
"806" 52 "1" 52 "0" "2" 10 10 10 10 10 10 10 10 2 1
"807" 59 "1" 59 "0" "3" 8 5 9 8 7 8 8 9 1 1
"808" 57 "1" 57 "0" "3" 9 8 9 7 7 7 8 10 2 1
"809" 50 "2" 2 "9" "2" 8 8 8 8 7 9 7 10 3 1
"810" 33 "1" 33 "0" "3" 9 8 8 8 8 8 7 9 1 1
"811" 45 "2" 2 "9" "3" 8 7 8 7 8 7 8 8 2 1
"812" 50 "1" 50 "0" "3" 8 7 10 5 10 9 10 10 2 1
"813" 43 "1" 43 "0" "3" 0 1 7 0 0 0 0 8 6 1
"814" 50 "1" 50 "0" "3" 10 6 8 8 7 8 8 10 2 1
"815" 46 "1" 46 "0" "3" 6 3 4 10 0 7 6 10 5 2
"816" 46 "1" 46 "0" "3" 6 3 4 10 0 7 6 10 5 2
"817" 46 "1" 46 "0" "3" 6 3 4 10 0 7 6 10 5 2
"818" 46 "1" 46 "0" "3" 6 3 4 10 0 7 6 10 5 2
"819" 55 "1" 55 "0" "2" 9 5 7 10 10 10 10 9 5 2
"820" 55 "1" 55 "0" "2" 9 5 7 10 10 10 10 9 5 2
"821" 55 "1" 55 "0" "2" 9 5 7 10 10 10 10 9 5 2
"822" 55 "1" 55 "0" "2" 9 5 7 10 10 10 10 9 5 2
"823" 38 "2" 2 "6" "2" 3 0 5 10 0 0 0 10 2 1
"824" 32 "2" 2 "9" "2" 9 9 10 10 10 10 10 10 2 1
"825" 64 "1" 64 "0" "3" 10 9 7 10 10 10 10 10 1 1
"826" 49 "1" 49 "0" "3" 8 8 6 10 10 10 10 10 3 1
"827" 35 "2" 2 "7" "3" 8 2 6 0 3 10 10 10 1 1
"828" 52 "2" 2 "5" "3" 10 10 10 10 10 10 10 10 1 1
"829" 46 "1" 46 "0" "3" 10 8 9 7 8 8 8 10 2 1
"830" 43 "1" 43 "0" "2" 10 10 10 10 10 10 10 10 1 1
"831" 75 "1" 75 "0" "3" 10 8 8 8 8 10 10 10 2 1
"832" 55 "2" 2 "8" "2" 5 9 5 2 0 5 0 10 1 1
"833" 44 "1" 44 "0" "3" 8 5 10 5 8 10 10 10 1 1
"834" 58 "1" 58 "0" "3" 7 5 7 7 3 4 5 7 2 1
"835" 45 "2" 2 "8" "2" 6 5 8 6 6 6 7 8 1 1
"836" 39 "2" 2 "8" "2" 8 8 8 8 7 9 7 9 3 1
"837" 64 "1" 64 "0" "3" 10 10 5 6 4 7 1 6 1 1
"838" 31 "2" 2 "0" "2" 7 9 9 8 0 10 10 10 3 1
"839" 65 "1" 65 "0" "3" 7 7 8 7 6 8 7 9 2 1
"840" 39 "1" 39 "0" "2" 5 0 9 9 0 6 6 9 1 1
"841" 67 "1" 67 "0" "3" 10 10 10 10 0 7 8 10 1 2
"842" 67 "1" 67 "0" "3" 10 10 10 10 0 7 8 10 1 2
"843" 67 "1" 67 "0" "3" 10 10 10 10 0 7 8 10 1 2
"844" 67 "1" 67 "0" "3" 10 10 10 10 0 7 8 10 1 2
"845" 38 "1" 38 "0" "2" 5 3 5 0 3 3 8 10 1 2
"846" 38 "1" 38 "0" "2" 5 3 5 0 3 3 8 10 1 2
"847" 38 "1" 38 "0" "2" 5 3 5 0 3 3 8 10 1 2
"848" 38 "1" 38 "0" "2" 5 3 5 0 3 3 8 10 1 2
"849" 79 "1" 79 "0" "3" 5 5 3 7 5 5 5 5 1 1
"850" 56 "2" 2 "6" "3" 10 8 8 10 10 10 10 10 1 1
"851" 64 "1" 64 "0" "3" 7 6 7 9 6 5 7 4 1 1
"852" 59 "1" 59 "0" "3" 10 8 8 7 7 10 1 10 1 1
"853" 50 "1" 50 "0" "2" 5 9 4 5 0 7 6 7 1 1
"854" 72 "2" 2 "3" "3" 10 6 10 10 10 10 10 10 1 1
"855" 36 "1" 36 "0" "2" 0 0 3 8 6 0 0 8 2 1
"856" 34 "2" 2 "3" "3" 7 7 10 9 8 5 8 10 2 1
"857" 24 "1" 24 "0" "2" 7 7 10 9 8 8 7 9 1 1
"858" 63 "2" 2 "6" "3" 7 5 5 8 8 9 8 10 1 1
"859" 44 "1" 44 "0" "2" 10 7 10 6 10 10 10 10 1 1
"860" 20 "1" 20 "0" "2" 10 10 10 5 10 10 10 10 2 1
"861" 62 "2" 2 "8" "3" 6 5 9 10 7 5 7 9 2 1
"862" 45 "2" 2 "3" "3" 10 9 4 4 6 10 10 10 5 1
"863" 72 "1" 72 "0" "3" 9 9 9 9 9 9 8 10 1 1
"864" 50 "2" 2 "8" "2" 10 10 10 10 10 10 10 10 3 2
"865" 50 "2" 2 "8" "2" 10 10 10 10 10 10 10 10 3 2
"866" 50 "2" 2 "8" "2" 10 10 10 10 10 10 10 10 3 2
"867" 50 "2" 2 "8" "2" 10 10 10 10 10 10 10 10 3 2
"868" 42 "2" 2 "7" "3" 10 10 10 10 9 10 10 10 2 1
"869" 62 "2" 2 "8" "3" 10 10 10 10 10 10 10 10 1 1
"870" 53 "1" 53 "0" "2" 5 9 8 8 7 6 6 9 1 1
"871" 40 "2" 2 "7" "2" 8 3 8 8 5 8 10 10 3 1
"872" 62 "2" 2 "8" "3" 6 5 6 8 10 3 4 8 2 1
"873" 51 "2" 2 "8" "3" 6 5 3 9 8 8 8 9 2 1
"874" 67 "1" 67 "0" "3" 10 9 8 9 7 8 8 10 1 1
"875" 52 "2" 2 "3" "2" 8 5 8 8 8 9 10 10 2 1
"876" 77 "1" 77 "0" "3" 10 10 4 8 8 10 10 10 3 1
"877" 48 "1" 48 "0" "2" 8 7 6 7 7 6 7 8 2 1
"878" 33 "1" 33 "0" "2" 10 9 9 9 9 10 10 10 1 1
"879" 28 "1" 28 "0" "2" 7 7 6 7 7 6 7 8 2 1
"880" 53 "2" 2 "8" "3" 9 9 10 10 10 8 7 10 2 1
"881" 25 "1" 25 "0" "2" 5 5 5 5 5 4 4 8 4 1
"882" 37 "1" 37 "0" "3" 9 8 10 7 8 10 10 10 2 1
"883" 26 "1" 26 "0" "2" 10 6 9 9 8 10 9 10 1 1
"884" 39 "1" 39 "0" "3" 8 7 10 7 10 8 5 9 3 1
"885" 77 "2" 2 "5" "3" 6 8 7 7 6 8 8 7 2 1
"886" 46 "2" 2 "8" "2" 5 5 8 10 10 8 10 10 1 1
"887" 34 "1" 34 "0" "3" 10 5 7 8 7 7 6 10 2 1
"888" 41 "2" 2 "3" "3" 0 0 0 5 0 2 8 8 4 1
"889" 37 "2" 2 "7" "3" 5 4 8 3 4 4 5 3 2 1
"890" 25 "2" 2 "10" "2" 8 6 6 9 9 10 8 9 1 1
"891" 90 "2" 2 "9" "3" 10 1 5 9 10 10 10 10 1 1
"892" 44 "2" 2 "7" "3" 9 7 9 8 9 9 8 10 2 1
"893" 32 "2" 2 "7" "2" 10 10 10 10 10 10 10 10 1 1
"894" 36 "1" 36 "0" "2" 10 8 10 9 6 10 7 10 1 1
"895" 33 "1" 33 "0" "2" 6 2 8 1 2 7 7 10 1 1
"896" 37 "2" 2 "3" "2" 5 6 9 8 6 7 8 7 3 1
"897" 39 "1" 39 "0" "3" 10 5 4 10 10 8 10 10 2 1
"898" 51 "1" 51 "0" "3" 9 7 7 8 8 10 10 10 1 1
"899" 52 "1" 52 "0" "2" 6 6 7 7 7 8 7 10 1 1
"900" 55 "1" 55 "0" "3" 9 9 8 8 8 8 8 9 1 1
"901" 55 "1" 55 "0" "3" 6 9 6 7 7 5 5 6 1 1
"902" 41 "1" 41 "0" "2" 10 8 10 10 5 9 6 10 6 1
"903" 44 "1" 44 "0" "2" 8 6 10 10 6 6 10 8 5 1
"904" 77 "1" 77 "0" "3" 9 4 10 10 4 8 10 10 1 1
"905" 25 "1" 25 "0" "3" 9 5 7 9 7 9 9 9 1 1
"906" 67 "1" 67 "0" "3" 10 0 0 10 0 10 10 10 2 1
"907" 51 "2" 2 "9" "2" 10 5 8 5 10 10 10 10 2 1
"908" 70 "2" 2 "5" "3" 10 8 5 6 8 8 8 10 2 1
"909" 34 "1" 34 "0" "3" 5 6 5 6 8 10 10 10 1 1
"910" 22 "1" 22 "0" "2" 7 7 9 7 9 7 6 10 1 1
"911" 85 "1" 85 "0" "3" 8 6 3 8 6 5 6 7 3 1
"912" 67 "1" 67 "0" "3" 10 10 10 5 7 7 8 6 1 1
"913" 24 "2" 2 "1" "3" 8 4 8 8 4 7 7 9 2 1
"914" 53 "1" 53 "0" "3" 0 0 3 3 0 0 0 4 2 1
"915" 53 "1" 53 "0" "3" 7 4 4 6 6 6 4 8 2 1
"916" 47 "1" 47 "0" "3" 8 4 7 8 8 6 7 8 1 1
"917" 86 "1" 86 "0" "3" 8 4 4 8 3 8 8 8 1 1
"918" 47 "1" 47 "0" "3" 6 0 0 10 0 5 2 6 1 1
"919" 74 "1" 74 "0" "3" 7 9 6 10 7 0 4 5 1 1
"920" 26 "1" 26 "0" "2" 7 5 6 4 5 8 8 8 1 1
"921" 43 "2" 2 "5" "2" 10 5 10 8 5 10 10 8 2 1
"922" 24 "1" 24 "0" "2" 10 5 5 5 5 10 10 4 2 1
"923" 61 "1" 61 "0" "3" 0 4 4 7 7 5 7 6 1 1
"924" 63 "1" 63 "0" "3" 8 7 6 8 8 7 7 9 1 1
"925" 31 "2" 2 "10" "2" 9 4 8 10 5 7 10 10 1 1
"926" 81 "1" 81 "0" "3" 8 9 5 8 8 7 10 10 1 1
"927" 25 "2" 2 "9" "1" 8 7 10 8 10 8 10 10 1 1
"928" 27 "1" 27 "0" "2" 7 7 5 8 5 6 6 8 1 1
"929" 87 "1" 87 "0" "3" 4 9 3 7 5 3 3 4 1 1
"930" 60 "1" 60 "0" "3" 6 5 8 8 8 10 10 10 1 1
"931" 35 "1" 35 "0" "2" 6 4 6 8 6 5 6 6 1 1
"932" 43 "2" 2 "1" "3" 7 6 6 5 3 7 5 6 3 1
"933" 65 "1" 65 "0" "3" 4 9 2 10 7 6 2 10 1 1
"934" 46 "2" 2 "5" "3" 8 7 8 7 9 7 8 10 2 1
"935" 41 "2" 2 "7" "2" 8 6 9 10 10 0 5 10 4 1
"936" 62 "1" 62 "0" "3" 10 5 5 10 7 6 6 10 1 1
"937" 49 "1" 49 "0" "3" 8 6 3 2 8 8 8 10 2 1
"938" 46 "1" 46 "0" "2" 8 3 7 7 8 7 7 8 2 1
"939" 44 "2" 2 "8" "2" 5 2 2 9 2 0 5 10 1 1
"940" 60 "2" 2 "6" "2" 8 9 1 9 10 10 10 9 1 1
"941" 70 "1" 70 "0" "3" 8 7 8 8 8 9 9 9 2 1
"942" 87 "1" 87 "0" "3" 9 0 1 1 1 0 0 4 1 1
"943" 30 "1" 30 "0" "2" 7 7 10 10 10 5 6 10 2 1
"944" 40 "1" 40 "0" "3" 8 6 7 10 8 8 5 10 3 1
"945" 38 "1" 38 "0" "2" 7 7 10 10 8 10 10 10 1 1
"946" 44 "1" 44 "0" "2" 5 5 10 10 5 0 0 2 7 1
"947" 49 "1" 49 "0" "3" 10 10 10 10 10 8 9 10 1 1
"948" 39 "1" 39 "0" "3" 5 2 6 10 2 10 0 10 1 1
"949" 27 "1" 27 "0" "2" 10 10 10 10 10 10 10 10 1 1
"950" 51 "2" 2 "3" "3" 8 3 10 9 7 8 8 10 1 1
"951" 55 "2" 2 "7" "3" 10 9 6 10 9 10 10 7 1 1
"952" 45 "1" 45 "0" "2" 2 9 6 10 2 0 0 7 4 1
"953" 39 "2" 2 "9" "3" 8 6 10 10 10 10 10 10 3 1
"954" 80 "2" 2 "7" "3" 8 8 8 6 8 10 10 8 1 1
"955" 59 "1" 59 "0" "2" 9 9 9 8 8 10 10 8 2 1
"956" 49 "1" 49 "0" "3" 7 8 8 7 8 5 5 9 1 1
"957" 37 "1" 37 "0" "3" 10 7 6 10 10 10 10 10 2 1
"958" 31 "1" 31 "0" "2" 10 8 10 7 8 10 10 10 1 1
"959" 65 "1" 65 "0" "3" 9 9 8 6 7 9 4 9 1 1
"960" 36 "1" 36 "0" "2" 3 3 2 4 3 0 0 5 2 1
"961" 68 "1" 68 "0" "3" 9 8 7 8 8 9 9 9 1 1
"962" 56 "1" 56 "0" "3" 9 8 10 10 10 10 10 10 1 1
"963" 30 "2" 2 "3" "2" 8 7 9 5 10 8 9 10 1 1
"964" 69 "1" 69 "0" "3" 9 9 10 10 4 9 10 9 1 1
"965" 27 "1" 27 "0" "2" 6 5 8 7 8 8 7 8 1 1
"966" 53 "1" 53 "0" "2" 9 7 7 9 8 10 10 10 1 1
"967" 54 "1" 54 "0" "2" 10 9 9 10 10 10 10 10 2 1
"968" 39 "1" 39 "0" "2" 8 6 8 7 6 8 9 9 1 1
"969" 62 "2" 2 "8" "3" 10 9 10 10 0 8 10 10 1 1
"970" 35 "1" 35 "0" "3" 10 10 10 10 10 10 10 10 2 1
"971" 35 "2" 2 "1" "2" 7 6 6 8 5 6 6 7 2 1
"972" 62 "1" 62 "0" "3" 8 8 10 10 0 10 10 8 2 1
"973" 69 "2" 2 "6" "2" 4 4 4 8 4 4 3 8 2 2
"974" 69 "2" 2 "6" "2" 4 4 4 8 4 4 3 8 2 2
"975" 69 "2" 2 "6" "2" 4 4 4 8 4 4 3 8 2 2
"976" 69 "2" 2 "6" "2" 4 4 4 8 4 4 3 8 2 2
"977" 69 "2" 2 "8" "3" 10 10 7 8 9 10 9 10 1 1
"978" 29 "1" 29 "0" "2" 5 0 5 8 5 4 5 8 1 1
"979" 68 "1" 68 "0" "3" 8 8 9 5 9 8 8 8 1 1
"980" 52 "1" 52 "0" "2" 10 10 10 10 10 10 10 10 2 1
"981" 45 "1" 45 "0" "2" 9 9 9 9 9 9 9 9 1 1
"982" 74 "1" 74 "0" "3" 9 9 9 9 9 9 9 9 1 1
"983" 19 "1" 19 "0" "2" 9 7 9 9 7 8 8 9 1 1
"984" 53 "1" 53 "0" "2" 9 9 9 9 7 9 9 9 1 1
"985" 49 "1" 49 "0" "3" 6 4 4 3 5 7 5 8 1 1
"986" 51 "2" 2 "9" "2" 5 2 10 10 4 9 9 10 1 1
"987" 33 "1" 33 "0" "2" 8 5 10 8 10 8 10 10 1 1
"988" 27 "1" 27 "0" "2" 8 3 10 10 3 10 10 10 1 1
"989" 39 "1" 39 "0" "2" 9 9 9 9 8 9 9 10 2 1
"990" 27 "1" 27 "0" "2" 5 5 8 8 6 5 5 7 1 1
"991" 32 "1" 32 "0" "3" 10 7 10 10 7 8 5 10 2 1
"992" 68 "1" 68 "0" "2" 9 8 9 9 8 9 9 9 1 1
"993" 44 "1" 44 "0" "2" 8 6 7 9 8 7 7 9 5 1
"994" 35 "1" 35 "0" "2" 5 5 10 4 7 8 8 9 1 1
"995" 34 "2" 2 "1" "3" 7 6 7 6 3 7 6 8 1 2
"996" 34 "2" 2 "1" "3" 7 6 7 6 3 7 6 8 1 2
"997" 34 "2" 2 "1" "3" 7 6 7 6 3 7 6 8 1 2
"998" 34 "2" 2 "1" "3" 7 6 7 6 3 7 6 8 1 2
"999" 58 "1" 58 "0" "2" 10 9 8 7 8 9 9 9 2 1
"1000" 34 "1" 34 "0" "3" 7 6 7 3 6 7 4 7 1 1
"1001" 32 "1" 32 "0" "2" 10 8 10 10 10 8 8 10 4 1
"1002" 34 "1" 34 "0" "3" 8 7 9 6 7 7 6 8 2 1
"1003" 45 "1" 45 "0" "3" 10 7 5 8 8 9 9 10 2 1
"1004" 39 "1" 39 "0" "2" 9 7 9 5 7 10 10 10 2 1
"1005" 53 "1" 53 "0" "2" 9 9 9 9 8 8 8 10 2 1
"1006" 62 "2" 2 "5" "3" 6 3 0 6 1 0 0 6 2 1
"1007" 74 "1" 74 "0" "3" 6 9 8 8 8 6 5 9 1 1
"1008" 57 "1" 57 "0" "3" 10 10 10 10 10 10 10 10 2 1
"1009" 35 "1" 35 "0" "3" 5 4 8 10 7 5 6 8 1 1
"1010" 69 "1" 69 "0" "3" 10 10 10 9 9 8 8 10 2 1
"1011" 93 "1" 93 "0" "3" 9 8 8 9 8 9 8 7 3 1
"1012" 33 "1" 33 "0" "2" 10 7 10 3 10 8 8 10 1 1
"1013" 53 "1" 53 "0" "3" 9 8 10 10 9 9 8 10 1 1
"1014" 81 "1" 81 "0" "2" 9 7 9 9 9 9 9 10 2 2
"1015" 81 "1" 81 "0" "2" 9 7 9 9 9 9 9 10 2 2
"1016" 81 "1" 81 "0" "2" 9 7 9 9 9 9 9 10 2 2
"1017" 81 "1" 81 "0" "2" 9 7 9 9 9 9 9 10 2 2
"1018" 54 "2" 2 "9" "3" 9 9 8 9 8 9 9 9 2 2
"1019" 54 "2" 2 "9" "3" 9 9 8 9 8 9 9 9 2 2
"1020" 54 "2" 2 "9" "3" 9 9 8 9 8 9 9 9 2 2
"1021" 54 "2" 2 "9" "3" 9 9 8 9 8 9 9 9 2 2
"1022" 44 "2" 2 "7" "3" 3 0 8 6 3 0 9 10 2 1
"1023" 52 "2" 2 "3" "3" 8 8 8 8 8 7 7 8 1 1
"1024" 30 "2" 2 "1" "3" 8 5 7 7 7 7 4 10 2 1
"1025" 44 "2" 2 "1" "2" 9 10 9 9 9 10 10 10 2 1
"1026" 49 "1" 49 "0" "2" 7 7 7 8 7 8 3 10 1 1
"1027" 47 "2" 2 "4" "3" 9 8 8 8 9 8 8 9 2 1
"1028" 49 "2" 2 "1" "3" 7 7 9 7 6 6 7 8 3 1
"1029" 49 "1" 49 "0" "2" 9 8 8 9 7 8 8 10 2 1
"1030" 41 "1" 41 "0" "2" 8 0 9 4 7 4 5 7 2 1
"1031" 37 "1" 37 "0" "2" 7 5 7 4 7 8 8 8 1 1
"1032" 64 "1" 64 "0" "3" 10 10 5 0 10 10 10 10 1 1
"1033" 27 "1" 27 "0" "2" 8 8 9 8 8 8 7 10 2 1
"1034" 78 "1" 78 "0" "3" 8 10 6 10 7 10 4 10 2 1
"1035" 73 "1" 73 "0" "3" 8 6 8 8 8 10 8 10 1 1
"1036" 38 "1" 38 "0" "2" 8 7 8 6 7 7 6 9 2 1
"1037" 81 "1" 81 "0" "3" 9 9 7 7 7 8 8 8 1 1
"1038" 77 "2" 2 "9" "3" 10 10 10 10 10 10 10 10 1 1
"1039" 52 "1" 52 "0" "3" 9 8 7 8 7 8 8 10 1 1
"1040" 57 "1" 57 "0" "3" 10 9 10 10 0 10 10 9 2 1
"1041" 42 "2" 2 "6" "2" 10 6 10 10 10 10 10 10 2 1
"1042" 43 "1" 43 "0" "2" 10 4 10 8 5 8 5 10 3 1
"1043" 40 "2" 2 "10" "2" 8 8 8 9 9 9 9 10 2 1
"1044" 74 "2" 2 "5" "3" 8 9 8 6 6 7 6 10 1 1
"1045" 25 "1" 25 "0" "3" 8 7 9 9 10 9 9 9 1 1
"1046" 54 "1" 54 "0" "3" 8 8 9 7 8 8 8 10 1 1
"1047" 61 "1" 61 "0" "3" 7 7 2 4 8 9 9 9 1 1
"1048" 58 "1" 58 "0" "3" 8 5 8 8 8 8 8 10 1 1
"1049" 91 "1" 91 "0" "3" 7 7 6 8 5 8 7 7 1 1
"1050" 45 "2" 2 "8" "3" 7 4 4 6 8 2 3 7 1 1
"1051" 40 "1" 40 "0" "2" 10 9 10 8 10 10 8 10 3 1
"1052" 57 "2" 2 "0" "3" 10 9 10 10 10 10 10 10 2 1
"1053" 47 "1" 47 "0" "2" 10 10 10 10 8 10 10 10 1 1
"1054" 42 "1" 42 "0" "3" 10 5 5 9 8 10 10 10 1 1
"1055" 65 "2" 2 "8" "3" 10 10 10 10 10 10 10 10 1 1
"1056" 93 "2" 2 "8" "3" 10 10 10 10 10 10 10 10 3 1
"1057" 52 "1" 52 "0" "2" 10 8 6 10 10 10 10 10 1 1
"1058" 48 "1" 48 "0" "2" 9 8 8 7 8 8 6 9 1 1
"1059" 35 "2" 2 "1" "2" 7 8 8 6 5 7 6 7 1 1
"1060" 45 "1" 45 "0" "2" 10 8 7 8 8 9 10 10 2 1
"1061" 61 "2" 2 "1" "2" 10 9 10 10 10 10 10 10 2 1
"1062" 33 "1" 33 "0" "2" 6 3 7 8 3 5 5 8 1 1
"1063" 44 "1" 44 "0" "3" 9 9 9 9 9 9 9 9 1 1
"1064" 67 "1" 67 "0" "3" 9 9 10 7 0 10 10 10 3 1
"1065" 56 "2" 2 "8" "3" 10 2 5 8 4 6 8 7 2 1
"1066" 49 "1" 49 "0" "3" 8 5 9 5 8 9 8 10 1 1
"1067" 48 "2" 2 "8" "2" 7 10 9 5 8 8 8 10 2 1
"1068" 29 "1" 29 "0" "2" 8 4 10 10 9 10 8 10 2 1
"1069" 50 "2" 2 "10" "3" 10 6 10 8 7 10 10 10 3 1
